出现时间点,模式,字体,颜色,发送时间,弹幕池,用户id,rowid,content
2537.05300,5,25,15138834,1600298405,0,f10f5a07,38354933574008839,趵突泉：管好你自己
2660.74800,5,25,14811775,1640421536,0,310ba593,59417735245642752,防李清照的围挡哈哈哈哈
1079.68500,5,25,16646914,1639056977,0,6eccde8d,58702313395592192,《大    青    岛》
1988.86600,5,25,16777215,1630772093,0,7515cb93,54358648382177792,扑   棱   鹅  子
168.38200,1,25,16777215,1659333246,0,b3688029,1109326692008357120,轩轩的家乡
1014.71900,1,25,16777215,1649580678,0,f5476450,1027516223480648192,轩轩的家乡
1077.02800,1,25,16777215,1642862596,0,ddfc1713,971160865257930752,小宋老师的姐妹等等！
1441.72400,1,25,16777215,1642839648,0,3cc42f83,970968362212352000,年级第一，我要当年级第一
2177.13600,1,25,4351678,1642677883,0,2035897,969611374441013248,云梦？！
642.37700,1,25,15138834,1639713815,0,20edf9fb,59046685956429312,没办法，山东每个城市都很优秀很有特点，你说气不气哈哈哈哈哈哈哈
82.94000,1,25,16777215,1660034441,0,3f29e1ff,1115208739444621312,小宋是宋亚轩
169.09500,5,25,13369971,1643503568,0,82a94d04,976537724420538368,胶 州 一 中
1632.07400,5,25,16646914,1629173500,0,efdfec35,53520525115908608,在看的23人举个爪{doge}
1094.14700,5,25,16777215,1629173176,0,efdfec35,53520355537458176,Minecraft诚不欺我
782.87800,1,25,8700107,1660525543,0,39f88536,1119328397785401088,我小宋老师
773.11600,1,25,16777215,1660301654,0,b7316bc6,1117450281609593344,亚轩的家乡好漂亮
2862.36400,1,25,16777215,1635491120,0,7760bcda,56832777705311232,淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博淄博
990.69100,1,25,16777215,1633737456,0,f9145cab,55913352542725632,小宋老师的老家
773.39900,1,25,16777215,1660198106,0,621e2f58,1116581660260089856,轩轩
123.85800,1,25,16777215,1659515567,0,8b15ba52,1110856111944242176,前面宋亚轩的等我，不过我喜欢刘耀文。
2329.68200,1,25,16777215,1657805719,0,ca3d3d3a,1096512860412214272,我好闺蜜临清的！ 临清一中
1392.91200,1,25,15138834,1644303708,0,5c5587a7,983249788620333056,严浩翔
2069.11600,1,25,15138834,1633249669,0,ca3e6f8a,55657611889176064,枣庄三中学生报道啦！
60.02800,1,25,16777215,1618452735,0,2f64ea09,47873030989283331,山东一米六娇弱少女发来贺电
110.56600,1,25,16777215,1667984374,0,83d50d3e,1181897606729993216,前边的，我专为小宋老师来的
2804.75900,1,25,15138834,1660618253,0,e12f0754,1120106108158157312,！！！前    方    核    能！！！
58.34900,1,25,16777215,1660470251,0,2cfbe4e7,1118864581733693184,小宋老师
1954.62600,1,25,16777215,1660201754,0,621e2f58,1116612260358384128,宋老师家乡的等等我
1572.12900,1,25,16777215,1659015226,0,c2204a83,1106658943276442368,我？不可能
263.36000,1,25,16777215,1658973214,0,76b7bf87,1106306521060406784,酒是雪花（doge）
2178.99800,1,25,16777215,1658724580,0,cf6c6532,1104220830155528448,前面说云梦的，道友啊！
2839.30000,4,25,9599289,1658032445,0,1b17cb8,1098414782333151232,看不见我
58.83000,1,25,16777215,1657948163,0,50b295da,1097707773732442368,山东盒子曹县牛逼666
1225.95700,1,25,41194,1654449573,0,3f3a09a3,1068359473627790848,九龙拉棺，准备启航
953.42800,1,25,16777215,1651058547,0,20657223,1039913485980468480,地膜是考点，快记笔记！！！
2328.33600,1,25,16777215,1644919733,0,577762a9,988417379337355264,天王盖地虎，宝塔镇河妖
418.41700,1,25,16777215,1643976649,0,640eb099,980506213317820416,都是韭菜
1940.00800,1,25,16777215,1643975649,0,139b3cd8,980497828054769664,Tu-160白天鹅
475.16300,1,25,16646914,1643454310,0,a962910e,976124522390888448,流水面包
2852.59400,5,25,15138834,1643293000,0,78a1b65f,974771355604287488,曹县的富翁们不给你三联了
413.08000,5,25,15138834,1642947179,0,bb2352f4,971870394705879040,平一yyds
1596.19900,1,25,16777215,1642858611,0,1f2412a1,971127430300909568,轩轩的老家
169.60300,1,25,16777215,1635948189,0,68087de3,57072413283362304,喵喵喵
424.18000,5,25,10546688,1635782091,0,ec759129,56985330213272576,太容易晒伤了
2446.17100,1,25,16707842,1629619257,0,6397571c,53754230419860992,阳春一中高三（22）班陈世铭来也
2696.73800,1,25,16777215,1629122478,0,4b0d0721,53493774707341312,嚯嚯嚯哈哈哈（汤姆猫的笑声）
327.35900,4,25,16707842,1629037988,0,ffc2b181,53449478025844224,10块钱
1419.46100,1,25,16777215,1628330463,0,b925987f,53078531233647104,2023，考上人大！
1302.13300,4,25,16777215,1628138373,0,1372f99d,52951095162437637,bilibili- ( ゜- ゜)つロ 乾杯~
2926.69800,1,25,16777215,1590940695,0,6897e21c,34290480831266821,德州扒鸡呢
1137.19300,1,25,16777215,1681009139,0,6c6876b9,1291157258390167808,奥利给，没毛病吧
1127.67400,1,25,16777215,1681009111,0,6c6876b9,1291157022938629632,奥利给，没毛病吧
1962.88500,1,25,16707842,1680961544,0,769db44b,1290758006954660864,现实版白天鹅与丑小鸭（bushi）
2650.60800,1,25,15138834,1680793156,0,bb2e125e,1289345461232291072,啊对对对
2417.04200,1,18,15138834,1680792899,0,bb2e125e,1289343303682325248,嗨嗨嗨！
2407.41700,1,25,15138834,1680792876,0,bb2e125e,1289343114871400704,哎
621.55900,1,25,15138834,1680790896,0,bb2e125e,1289326506123937280,了
242.08800,1,25,15138834,1680790420,0,bb2e125e,1289322510428863488,红色霸屏！
116.06300,1,25,16777215,1680704993,0,afdb772a,1288605896083184384,高唐二中！
105.26300,1,25,16777215,1680704975,0,afdb772a,1288605747193607424,聊城欢迎大家
2373.74700,1,25,16777215,1680692093,0,40c318d7,1288497679944482560,草
1807.27500,1,25,16777215,1680691522,0,40c318d7,1288492898119437824,前方高能！--------------------------------------------------------------------------
1255.37600,1,25,16777215,1680601341,0,fce7ccc1,1287736404272563200,我的同学是孔子后人，去孔庙就是祭祖免费哈哈
1025.70200,1,25,16777215,1680600889,0,fce7ccc1,1287732609736129792,山东人表示 煎饼老好吃了
135.70400,1,25,16777215,1680527967,0,d33248d0,1287120899127954176,中国石油大学（华东）
119.09300,5,25,16646914,1680424338,0,f0e83d4c,1286251589535176448,浩克山东
280.98800,1,25,16777215,1680422165,0,1bdb9ab6,1286233361039455232,7班李泽套CPDD
1251.88300,1,25,16777215,1680327668,0,90af9de1,1285440667430065920,我的家乡
1462.80600,1,25,16777215,1680161010,0,d5fc9575,1284042636944262400,缭绕
152.35900,5,25,15138834,1680102151,0,7eacdeaa,1283548895263116800,山东青岛欢迎您
120.35900,5,25,15138834,1680102110,0,7eacdeaa,1283548547874087936,胶州湾排名啊啊啊！！！
98.25800,5,25,15138834,1680102072,0,7eacdeaa,1283548225122403584,山东青岛前来报道
2473.58000,1,25,16777215,1680093767,0,246a60d7,1283478558756720896,姜子牙封于齐，周公封于鲁
1409.81600,1,25,16777215,1680092651,0,246a60d7,1283469198722648064,泰山北斗，泰斗，重于泰山，
1261.75600,1,25,16777215,1680092427,0,246a60d7,1283467322275041536,泰山封禅台
1075.27600,1,25,16777215,1680092225,0,246a60d7,1283465623145544448,蓬莱
130.44900,1,25,16777215,1680091263,0,265a938b,1283457556970483456,我老家大喜
580.56200,1,25,16777215,1680017424,0,750b22d8,1282838146651947008,废话，山东半岛上的城市不都是半岛城？
572.54100,1,25,16777215,1680017341,0,750b22d8,1282837455380574976,坐高铁到青岛北站可以看到胶州湾跨海大桥
539.26100,1,25,16777215,1680017161,0,750b22d8,1282835947117155840,河南人表示一屋子的山东室友没有一个比我高
2483.76500,1,25,16777215,1679993426,0,3fc0510,1282636843254550272,山东不称齐，只是因为齐是日期
1963.70400,1,25,16777215,1679983643,0,1b94a452,1282554778685522432,好可爱
589.03200,1,25,16777215,1679980973,0,e9dbe470,1282532381320098560,青岛公交车便利确实没得说
534.88800,1,25,16777215,1679980882,0,e9dbe470,1282531617369495552,没有退路哈哈哈哈哈哈哈哈哈哈
421.99200,1,25,16777215,1679980761,0,e9dbe470,1282530599428590848,洗海澡建议清晨去，人少，水清，不热不晒，中午到下午去游一不留神就会晒爆皮，晚上没有太阳但会退潮，水过浅
370.81300,1,25,16777215,1679980603,0,e9dbe470,1282529275395720960,一浴地方大，二浴紧靠花石楼，沙子更细腻，三浴相对来说没什么人去
317.82100,1,25,16777215,1679980466,0,e9dbe470,1282528121450831360,八大关秋天来，金色的银杏同无云的蓝天和海平面交相呼应，美不胜收
925.62500,1,25,15138834,1679910254,0,2d3b0e8a,1281939143458759936,淄博沂源人报道
953.47600,5,25,15138834,1679892713,0,2d3b0e8a,1281792002702334464,考点!
889.94200,1,25,16777215,1679892625,0,2d3b0e8a,1281791263976497408,没葱高哈哈哈
238.98000,1,25,16777215,1679842756,0,f7d6326f,1281372928147391232,青山渔村！
223.38200,1,25,15138834,1679805429,0,b509b167,1281059811643116032,青岛贵妇：黄渤     申请出战~
1458.47900,1,25,16777215,1679762254,0,844399e4,1280697632150636032,兖州排面
1818.41900,1,25,16777215,1679725154,0,efd8242f,1280386414902824960,芝士海豹
713.01100,1,25,16777215,1679724331,0,efd8242f,1280379505433039104,菏泽。。
95.96600,1,25,16777215,1679724004,0,efd8242f,1280376763230299392,山东菏泽
1687.09900,1,25,16777215,1679663297,0,eb3102cd,1279867520735818240,他们开挂，我要举报他们！
2687.68700,1,25,16777215,1679648316,0,92dbbfa3,1279741846016236288,莱芜：好了，我知道了
2543.85400,1,25,16777215,1679648151,0,92dbbfa3,1279740464580654080,趵突泉：老师儿，您礼貌吗
2576.82700,5,25,41194,1679633389,0,51c7954e,1279616631672500480,《泉州》
2078.82200,5,25,9487136,1679632811,0,51c7954e,1279611782570283776,桂系部队
1993.44600,5,25,9487136,1679632712,0,51c7954e,1279610954220812032,别来广东啊！（泪目）
119.31600,5,25,38979,1679583921,0,10dca801,1279201661528914176,青岛欢迎您！！
2522.43000,1,25,16777215,1679574205,0,59f73edb,1279120158350545664,空铁
1725.32800,5,25,41194,1679562073,0,51c7954e,1279018389805072384,在潍坊拍一集柯南？
1339.57900,5,25,41194,1679547431,0,51c7954e,1278895567212142848,没有骡马么？（泪目）
1301.20000,5,25,41194,1679547358,0,51c7954e,1278894948342991872,上头细来下头粗
1297.10300,5,25,41194,1679547317,0,51c7954e,1278894611053678336,远看泰山黑乎乎
1939.51600,1,25,41194,1679507293,0,bfc9adb8,1278558860189345280,走遍四海，还是威海
2385.30600,1,25,38979,1679505167,0,bfc9adb8,1278541029892704000,好熟悉的村里的院子啊！想家
7.67900,5,25,38979,1679500802,0,bfc9adb8,1278504406958024448,浩克山东欢迎您！！
550.58700,5,25,41194,1679461256,0,51c7954e,1278172671149881600,海拔:海上拔河
548.94400,5,25,41194,1679461238,0,51c7954e,1278172521312884736,海马:海上马拉松
205.94700,5,25,41194,1679460860,0,51c7954e,1278169350612183040,王莽可是齐王之后哦，祖籍当然是山东了
195.57900,5,25,41194,1679460801,0,51c7954e,1278168859131962368,春秋五霸 的第一个
130.47000,5,25,15138834,1679460717,0,51c7954e,1278168152324540928,省会确信
122.91800,5,25,14811775,1679460698,0,51c7954e,1278167992060222720,《省会》
109.45600,5,25,9487136,1679460673,0,51c7954e,1278167783116733184,齐国
105.61600,1,25,9487136,1679460663,0,51c7954e,1278167702653347584,齐国
2918.25100,1,25,16777215,1679324470,0,f02a41b7,1277025231898646784,让我看看本集文案这三个大手子
2664.24700,1,25,16777215,1679324193,0,f02a41b7,1277022906685120000,哈哈 文案可可爱爱
974.96700,1,25,16777215,1679322477,0,f02a41b7,1277008515894015744,没事 你们还有泰山
757.14300,1,25,16777215,1679322251,0,f02a41b7,1277006616746541312,啊眼影盘
707.01500,1,25,16777215,1679322195,0,f02a41b7,1277006148276490752,乱飞法
686.55500,1,25,16777215,1679322166,0,f02a41b7,1277005906148059392,扒鸡察觉
679.07900,1,25,16777215,1679322140,0,f02a41b7,1277005687976628992,司机怎么出来
1123.30500,1,25,16777215,1679306567,0,c0c7af5b,1276875045884579072,山东：比种地你们比不过俺的
90.40600,1,25,16777215,1679269124,0,58de299e,1276560955203315968,泰安人
8.63900,1,25,16777215,1679204717,0,224e05a4,1276020669649266944,聊城临清人看到舍利宝塔哭死
2.59900,1,25,16777215,1679204696,0,224e05a4,1276020489848201984,直接去电视上看不行吗
2039.83400,1,25,16777215,1679197626,0,acf045f5,1275961186089067776,枣庄排面
114.76100,1,25,16777215,1679114194,0,ebc8ff17,1275261308215857408,24青岛大学
1502.23500,1,25,16777215,1678978008,0,d7d56404,1274118899193228032,顺利毕业，大姨健康，父母健康
1383.78400,1,25,15138834,1678977794,0,300779df,1274117104987047936,背景有点千里江山图！！
1938.30300,5,25,38979,1678899267,0,21cdb40a,1273458369352863232,孙艺宸之家
2515.67500,5,25,16707842,1678893652,0,87467d18,1273411263988440064,《地》铁
43.34000,5,25,38979,1678879982,0,3e8c33ae,1273296594745379584,青岛大学欢迎你
1514.34400,1,25,16777215,1678872555,0,fdc083a6,1273234296639228416,万事顺意
220.71500,1,25,16777215,1678643657,0,587b5318,1271314155777097984,前三全靠人口多，人均第十，正卡在全国平均线上。
2006.17200,1,25,16777215,1678625668,0,907aa494,1271163253376164352,这明明是歼-21
2052.29900,1,25,16777215,1678585143,0,487ad49c,1270823305733464832,这里去过
91.91900,1,25,16777215,1678584743,0,e4b3b778,1270819955054846720,黄岛报道
204.97900,1,25,16777215,1678583287,0,487ad49c,1270807736309095168,前边雾霾严重的，这是海雾，不是霾
919.84700,1,25,16777215,1678577436,0,d8007ee0,1270758653137618432,这不是葱，是树
2043.62500,1,25,16777215,1678542017,0,56dec626,1270461536837826816,终于想起枣庄和聊城了
22.47100,1,25,16777215,1678539943,0,56dec626,1270444140349745408,山东省聊城市阳谷县报道
1760.00000,5,25,15138834,1678529027,0,33e6c746,1270352570581665536,后面都没人耐心看了呜呜呜
2362.43400,1,25,16777215,1678525930,0,c785782d,1270326592908092416,以前富得流油啊
91.42500,1,25,16777215,1678525089,0,d56a1e09,1270319533517061632,临沭一中郑子阳实名观看
1280.76000,1,25,16777215,1678524709,0,c785782d,1270316345485363200,清晰度感染
907.47000,1,25,16777215,1678524335,0,c785782d,1270313214043197184,大蒜 啊
639.84000,1,25,16777215,1678522266,0,c785782d,1270295860420415232,济南没排面
2104.63000,1,25,15138834,1678445116,0,dc3f1a5e,1269648678197693696,红了
301.49900,1,25,16777215,1678443492,0,dc3f1a5e,1269635053227790080,这个音质……
1412.66200,1,25,16777215,1678377416,0,ad973074,1269080768043465728,上岸
497.09400,1,25,16777215,1678373325,0,6212a4b5,1269046444778669312,青岛啤酒在我家乡这边不好卖 推销不出去
1303.33900,1,25,16777215,1678339449,0,cf3930b2,1268762279458225920,宋亲中。。
278.48000,1,25,16777215,1678269293,0,cd00f20c,1268173767318879232,外地人表示对山东最大的印象是试卷难
2812.54100,1,25,16777215,1678265186,0,29a2f6,1268139314442016000,山东济南，中国青岛，世界潍坊，宇宙寿光
1589.39000,4,25,16646914,1678257352,0,6b7fc241,1268073599328133376,祈福的你们愿望实现了么
1567.39800,1,25,16777215,1678257329,0,6b7fc241,1268073400392670464,我只想问祈愿的这些你们愿望实现了么
1238.29200,1,25,16777215,1678256946,0,6b7fc241,1268070193033526016,孔老二
99.20100,1,25,16777215,1678106012,0,62d00f2a,1266804062511677696,鲁H欢迎您
118.00200,1,25,16777215,1678060773,0,4b00e8b,1266424570131589376,9
1605.24400,1,25,16777215,1678019168,0,2038449,1266075572103355392,宝藏，太好看了
924.38000,5,25,16776960,1678002993,0,214fe325,1265939875757162752,沂源人狂喜
1089.95900,5,25,15138834,1677983974,0,d28ad5fb,1265780337385013504,大清岛（幻听）
1742.04400,1,25,16777215,1677941589,0,2cb069cd,1265424784406269184,在山东的七年，好怀念阿
1402.11100,1,25,16777215,1677941264,0,2cb069cd,1265422059635335936,有幸看过泰山日出
2732.28200,1,25,16777215,1677936442,0,67ebfddb,1265381604885619456,前面的，我可怜的枣庄都没有
2475.22800,1,25,16777215,1677929242,0,468c42fc,1265321208636104704,管我自己
2266.26900,1,25,16777215,1677929023,0,468c42fc,1265319371145109504,圆明园
2068.38800,1,25,16777215,1677928730,0,468c42fc,1265316912301151232,《航拍历史》
1799.78000,1,25,16777215,1677928367,0,468c42fc,1265313866154439424,可爱の小曲
1612.90000,1,25,16777215,1677928158,0,468c42fc,1265312117918345472,《恋爱》
1582.02100,1,25,16777215,1677928091,0,468c42fc,1265311553289208576,三人行必有三人。
112.47900,1,25,16777215,1677926562,0,468c42fc,1265298728299139328,吼吼吼
203.35600,1,25,16777215,1677912019,0,93035b71,1265176733779660544,不是雾霾吧，我记得是水雾
2598.07600,1,25,16777215,1677910366,0,adc2f035,1265162869751147520,从我家房顶飞过啊哈哈~
14.33900,1,25,9599289,1677906577,0,9ff70ec8,1265131082311812096,山东蓬莱
1151.01500,1,25,16777215,1677864545,0,cdb9db23,1264778488313988352,太辛苦了
2717.99700,1,25,16777215,1677843417,0,750a7bdb,1264601261395733760,济南这就没了？
1584.44800,1,25,16777215,1677790626,0,233dc031,1264158414817266688,打倒孔家店，救出孔夫子
1369.36200,4,25,11890,1677645822,0,b6d99070,1262943713030714368,看不见我
1369.36200,5,25,11890,1677645812,0,b6d99070,1262943629799107840,看不见我
2499.70600,1,25,16777215,1677526640,0,4cfcacf0,1261943937976096256,名场面
2416.06600,1,25,16777215,1677526552,0,4cfcacf0,1261943198654394112,济南：终于想起我了
2351.10600,1,25,16777215,1677526473,0,4cfcacf0,1261942539410560512,烟店轴承
1636.86000,1,25,16777215,1677525726,0,4cfcacf0,1261936268397424640,离市区太远了
1360.79900,1,25,16777215,1677525549,0,4cfcacf0,1261934787933787648,泰山门票贵？买一次你能爬一年
994.06600,1,25,16777215,1677509642,0,4cfcacf0,1261801351026192128,福田雷沃
930.42600,1,25,16777215,1677509570,0,4cfcacf0,1261800745595290368,栖霞
710.10600,1,25,16777215,1677509342,0,4cfcacf0,1261798831331573248,泰山没排面？
197.26600,1,25,16777215,1677508814,0,4cfcacf0,1261794403228390400,180在山东遍地都是
227.91100,1,25,16777215,1677508792,0,a576126c,1261794220516176128,袁晨我喜欢你
142.06300,1,25,16777215,1677508585,0,a576126c,1261792482597902336,隆回海王袁晨
0.75900,1,25,6830715,1677508372,0,a576126c,1261790693953961984,隆回一中袁晨实名观看
0.95900,1,25,6830715,1677508355,0,a576126c,1261790557227830784,早安隆回海王袁晨
0.39900,1,25,38979,1677508302,0,a576126c,1261790106835237888,隆回一中袁晨实名观看
1.03900,1,25,38979,1677508289,0,a576126c,1261790003722484480,隆回一中袁晨实名观看
0.63900,1,25,16777215,1677508265,0,a576126c,1261789798587672576,隆回一中袁晨报道
0.71900,1,25,16777215,1677508241,0,a576126c,1261789597579788800,隆回一中袁晨实名观看
1.19900,1,25,16777215,1677508232,0,a576126c,1261789524841787904,隆回一中袁晨实名观看
2.19900,1,25,16777215,1677508223,0,a576126c,1261789447969029888,隆回一中袁晨实名观看
0.00000,1,25,16777215,1677508214,0,a576126c,1261789375222661632,隆回一中袁晨实名观看
52.46600,1,25,16777215,1677508209,0,a576126c,1261789325696253184,隆回一中袁晨实名观看
50.67800,1,25,16777215,1677508154,0,a576126c,1261788871512116224,隆回一中袁晨实名观看
2665.45000,1,25,16707842,1677478772,0,42e34510,1261542397104668672,李清照：6
2606.31200,1,25,16707842,1677478722,0,42e34510,1261541971265427456,一戳一蹦哒！
1915.20300,1,25,16777215,1677478276,0,42e34510,1261538230231265536,注册船只我记得是需要挂所在国国旗的
1699.91300,5,25,16707842,1677478132,0,42e34510,1261537028739662592,《安东飞马》
1693.02300,1,25,16707842,1677478104,0,42e34510,1261536791710752256,这一看就是棘皮动物哈哈哈哈哈哈
1503.06900,1,25,16707842,1677477978,0,42e34510,1261535731911131648,苏州中学毕业的路过 从府学时代开始学校和文庙就是一体的
1156.60300,1,25,16777215,1677477674,0,42e34510,1261533184794220544,冷知识：海带的祖先是异养生物，直到它吞了一个藻却没消化
1075.37900,1,25,16777215,1677477541,0,42e34510,1261532071038311936,海洋生物环科佬路过
943.06100,1,25,16777215,1677469411,0,6ade0e07,1261463866781875456,青岛以后，都是农业
1142.36300,1,25,16777215,1677396754,0,275a1ac8,1260854376973642240,这里的小孩怎么上学？
839.21100,1,25,16777215,1677396567,0,275a1ac8,1260852808857769984,王先鸿我喜欢你，我是13班的
566.28900,1,25,16777215,1677396278,0,275a1ac8,1260850386940799744,王鸿我喜欢你，我是13班的
118.02600,1,25,16777215,1677394176,0,96e12c14,1260832750748052480,这词是朱广权写的吧（doge）
99.05900,1,25,16777215,1677323669,0,367af059,1260241298376429056,中南博才高级中学实名报道
679.98200,1,25,16777215,1677309222,0,fd328df3,1260120105187128576,济南：你还记得我不
1554.29900,1,25,16777215,1677302439,0,9d73d271,1260063207632976384,曲阜
2675.42800,1,25,16777215,1677225664,0,dd89e009,1259419167011018752,莱芜危
278.02700,1,25,16777215,1677209141,0,f0c1672b,1259280564263974400,那个就是崂山可乐哈哈哈哈哈
933.17000,1,25,15138834,1677076330,0,39a53351,1258166462263484416,怎么不是红富士的？
929.40900,1,25,16777215,1677076276,0,39a53351,1258166012264932096,怎么不是红富士的？
25.91500,1,25,16777215,1677060435,0,d219a3b5,1258033130422526720,宇宙滕州欢迎您
1785.45500,1,25,16777215,1676990932,0,179dcd71,1257450092714240256,得益于这些岛屿的存在，渤海能成为中国的内海
1399.34300,1,25,16777215,1676990409,0,179dcd71,1257445711604424192,泰山顶的日出很震撼
593.41300,1,25,16777215,1676984790,0,4e76bfe9,1257398573457484800,平度哭了
2706.41700,1,25,16777215,1676961705,0,de492220,1257204918046357504,东营不配拥有姓名
2417.99900,1,25,16777215,1676961377,0,de492220,1257202166532170240,东营出现了，阿哈哈哈
711.10800,1,25,16777215,1676959417,0,de492220,1257185728325339392,东营不配了，啊哈哈哈哈绕过去了
615.27500,1,25,16777215,1676959311,0,de492220,1257184837203508480,烟台人在东营！
2554.02400,1,25,16777215,1676895831,0,c2e87ff8,1256652330070375168,昨天去啦
2435.76500,1,25,16777215,1676895704,0,c2e87ff8,1256651264146723072,山师长清区来啦
192.53400,1,25,16777215,1676809957,0,2f6066dd,1255931967862894336,非战斗人员请离开
34.45700,1,25,16777215,1676809746,0,2f6066dd,1255930198948743424,鸡你太美。
32.58000,1,18,16777215,1676809739,0,2f6066dd,1255930139515195648,鸡你太美。
17.19100,1,25,16777215,1676809715,0,2f6066dd,1255929940688323840,鸡你太美。
2502.95100,1,25,16777215,1676786005,0,e666fb1,1255731040098794496,哈哈哈哈看到隔壁交院了
2423.59100,1,25,16777215,1676785932,0,e666fb1,1255730434734754048,真没日照啥事儿啊
803.40100,5,25,52480,1676774745,0,c0c7af5b,1255636584079079424,没错蔬菜都有房子了，而且没贷款
1001.91300,5,25,38979,1676770783,0,c86ecf3d,1255603349026763008,秸稈還田！要考家人們！！
156.22100,1,25,16777215,1676724596,0,b7564896,1255215908004299264,航拍自己家
1498.42000,1,25,16777215,1676694918,0,35575074,1254966953840412928,希望我可以有个好成绩，家人平平安安
458.75300,1,25,16777215,1676687230,0,3b21fc4b,1254902460007764224,未成年人怎么不可以喝呢…
784.80800,1,25,16777215,1676642894,0,18093839,1254530543018577152,女人太可爱了
1416.12300,1,25,16707842,1676616195,0,b13d6942,1254306575061961728,高考必胜！！！！！
116.16300,1,25,16777215,1676614839,0,f72f7f4d,1254295195437400576,欢迎大家报考中国石油大学（华东）！
199.69700,1,25,16777215,1676596727,0,640d53b1,1254143260516399360,青岛确实比济南富有，因为做外贸很多，但济南也有很多独特之处，别比了
1846.55900,1,25,16777215,1676552136,0,7974fc58,1253769203878818560,拍拍，
1028.99900,1,25,16777215,1676550632,0,7974fc58,1253756592101780480,论团结的重要性
880.07900,1,25,16777215,1676550418,0,7974fc58,1253754796327176960,排排站
806.23900,1,25,16777215,1676550335,0,7974fc58,1253754102245282048,请回顾上一节课的两种人，醒着的和醉着的
667.31900,1,25,16777215,1676550168,0,7974fc58,1253752697304440320,尼玛莫名很可爱好不好？虽然其实跟着音乐挺燃的
449.44200,1,25,16777215,1676549862,0,7974fc58,1253750134584720128,两种人，醒着的和醉着的，好了，我知道旁白老师在卖萌了
93.47100,1,25,16777215,1676546139,0,a4e9a350,1253718899367816704,泉城济南欢迎您
2655.00000,1,25,16777215,1676527043,0,417e7365,1253558711541547520,惊起一滩鸥鹭
2554.54000,1,25,16777215,1676473425,0,57488eec,1253108931157461248,趵突泉，泉趵突，三个眼子一般粗，三股水，光咕嘟，咕嘟咕嘟光咕嘟。
937.44000,1,25,16777215,1676460736,0,f1f0d290,1253002490803348224,烟台苹果好大个 有买过按个卖的 贼大
34.32300,1,25,16777215,1676451921,0,5ba60598,1252928542262856448,鲁h
338.70700,5,25,16646914,1676378571,0,924ec84e,1252313242915787776,蒙德
1947.86600,1,25,16777215,1676290712,0,c5d631c1,1251576224355368704,山东的省会是原来济南啊(doge)
1027.15700,1,25,16777215,1676251596,0,62da07a4,1251248097267401984,6
2194.99900,1,25,16777215,1676198134,0,66a2c952,1250799625842251264,又一个重点，中国北方最大的淡水湖
2165.81800,1,25,16777215,1676198101,0,66a2c952,1250799344370863360,不，胶东孩子知道微山湖是因为咸鸭蛋（doge
1307.17200,1,25,16777215,1676197084,0,66a2c952,1250790816344174848,ok啊现在是1949年10.1
1291.68500,1,18,8700107,1676197024,0,66a2c952,1250790313438863616,.
1938.63300,1,25,15138834,1676196775,0,3f5392d5,1250788221034755584,因为半岛一圈都是海哈哈哈哈哈
1026.56500,1,18,15772458,1676196757,0,66a2c952,1250788076113087488,看不到我
1015.77000,1,18,9599289,1676196733,0,66a2c952,1250787872538178560,，
1884.77700,1,25,15138834,1676196707,0,3f5392d5,1250787656607371776,烟台：对对对又是我
1007.62400,1,18,16777215,1676196688,0,66a2c952,1250787497575954432,。
1817.30300,1,25,15138834,1676196617,0,3f5392d5,1250786896607523840,青岛：还是烟台充的多
930.75400,1,25,16777215,1676195485,0,3f5392d5,1250777401265455360,烟台苹果才是yyds！！
2886.01800,1,25,16777215,1676192783,0,7a563778,1250754738710991616,眼泪夺眶而出
1844.63700,1,25,16777215,1676191718,0,7a563778,1250745804617265920,顾涌顾涌要笑死我
92.11600,1,25,16777215,1676182111,0,14440c86,1250665213515011584,大青岛！！！
1559.18500,1,25,16777215,1676119868,0,dd83c882,1250143080800155648,（举手骄傲）我老师是孔子后人，嫡系的
1206.49700,1,25,16777215,1676113882,0,a517591,1250092867020556800,我骄傲
17.02800,1,25,16777215,1676032763,0,62d5d9bb,1249412393843560704,青岛！！
7.52400,1,25,16777215,1676032754,0,62d5d9bb,1249412314168390144,青岛人报道嘿嘿
2501.82700,1,25,16777215,1676018525,0,60f6f075,1249292955391392768,官方吐槽
637.77300,1,25,16777215,1676000098,0,40e2be84,1249138376305750784,、
2896.34500,5,25,15138834,1675999210,0,d8e80873,1249130931089224960,自有中华，便在中心！
1171.67900,1,25,16777215,1675998395,0,57ecc08a,1249124094809497600,粒粒皆幸苦
1869.46600,5,25,15138834,1675998181,0,d8e80873,1249122299211572480,好客山东欢迎您
122.98100,5,25,15138834,1675957393,0,24e9c60c,1248780142051012608,青岛人排面
1517.59600,1,25,16777215,1675909356,0,de3f2b31,1248377181106053632,2023过合格考，2025高考必胜！
2745.07900,1,25,14811775,1675854562,0,25a1a082,1247917530543307776,！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
2669.56100,1,25,6830715,1675854255,0,25a1a082,1247914953738848000,QAQ
